date,consumer_discretionary_avg,consumer_staples_avg,energy_avg,financials_avg,health_care_avg,industrials_avg,information_technology_avg,materials_avg,real_estate_avg,telecommunication_services_avg,utilities_avg
2011-08-17,57.157432556152344,48.72257995605469,61.50199890136719,40.67079544067383,55.29070281982422,48.40098190307617,57.09476089477539,58.832611083984375,55.03939437866211,32.38999938964844,35.69428634643555
2011-08-18,54.16231155395508,47.61451721191406,57.67499923706055,38.487064361572266,52.94368362426758,45.62950897216797,53.6453971862793,55.55086898803711,52.56151580810547,31.764999389648438,35.22571563720703
2011-08-19,53.29999923706055,47.16773986816406,56.58866882324219,37.93555450439453,52.60789489746094,44.91196823120117,52.33698272705078,54.83608627319336,51.65363693237305,31.349998474121094,34.94678497314453
2011-08-22,53.4231071472168,47.35871124267578,55.9466667175293,37.839839935302734,52.395263671875,45.23655700683594,52.80754089355469,55.153480529785156,51.824241638183594,31.635000228881836,34.861427307128906
2011-08-23,56.0770263671875,48.48451614379883,58.41566848754883,39.23682403564453,54.53070068359375,46.83991622924805,55.29958724975586,57.23043441772461,53.36181640625,32.470001220703125,35.57892990112305
2011-08-24,57.00459289550781,48.72548294067383,58.9196662902832,40.131744384765625,55.36140441894531,47.752296447753906,55.67888641357422,57.87260818481445,54.07030487060547,32.95000076293945,36.3360710144043
2011-08-25,55.9193229675293,48.00258255004883,57.53666687011719,39.360477447509766,54.31815719604492,46.795082092285156,54.87881088256836,57.350433349609375,52.92333221435547,32.415000915527344,35.79999923706055
2011-08-26,57.60175704956055,48.543548583984375,58.74866485595703,39.936031341552734,55.5542106628418,47.95721435546875,56.11190414428711,58.70261001586914,53.809696197509766,32.400001525878906,35.791072845458984
2011-08-29,59.50459289550781,49.5567741394043,60.75466537475586,41.66722106933594,57.260963439941406,49.58917999267578,57.63730239868164,60.69913101196289,55.40242385864258,32.70000076293945,36.523929595947266
2011-08-30,60.11310958862305,49.75128936767578,61.347999572753906,41.435237884521484,57.57587814331055,50.0224609375,57.97301483154297,61.09956359863281,55.7342414855957,32.96500015258789,36.511783599853516
